Problem,Package,File,Priority,Line,Description,Rule set,Rule
2,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\AdvancedLeakAwareCompositeByteBuf.java,3,36,This class has a bunch of public methods and attributes,Design,ExcessivePublicCount
1,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\ByteBuf.java,3,248,This class has a bunch of public methods and attributes,Design,ExcessivePublicCount
1,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\ByteBufAllocator.java,3,24,Access to field `DEFAULT_ALLOCATOR` on foreign value `ByteBufUtil` (degree 1),Design,LawOfDemeter
1,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\ByteBufUtil.java,3,60,"Possible God Class (WMC=324, ATFD=29, TCC=0.196%)",Design,GodClass
2,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\ByteBufUtil.java,3,60,This class has a bunch of public methods and attributes,Design,ExcessivePublicCount
3,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\ByteBufUtil.java,3,85,Access to field `DEFAULT` on foreign value `UnpooledByteBufAllocator` (degree 1),Design,LawOfDemeter
4,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\ByteBufUtil.java,3,88,Access to field `DEFAULT` on foreign value `PooledByteBufAllocator` (degree 1),Design,LawOfDemeter
5,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\ByteBufUtil.java,3,94,Access to field `DEFAULT` on foreign value `PooledByteBufAllocator` (degree 1),Design,LawOfDemeter
6,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\ByteBufUtil.java,3,886,Access to field `writerIndex` on foreign value `byteBuf` (degree 1),Design,LawOfDemeter
7,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\ByteBufUtil.java,3,1260,Access to field `writerIndex` on foreign value `byteBuf` (degree 1),Design,LawOfDemeter
1,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,49,"Possible God Class (WMC=417, ATFD=160, TCC=11.022%)",Design,GodClass
2,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,49,This class has a bunch of public methods and attributes,Design,ExcessivePublicCount
3,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,502,Access to field `srcBuf` on foreign value `component` (degree 1),Design,LawOfDemeter
4,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,677,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
5,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,703,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
6,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,736,Access to field `srcBuf` on foreign value `firstC` (degree 1),Design,LawOfDemeter
7,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,752,Access to field `srcBuf` on foreign value `component` (degree 1),Design,LawOfDemeter
8,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,768,Access to field `buf` on foreign value `components[i]` (degree 1),Design,LawOfDemeter
9,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,781,Access to field `buf` on foreign value `components[0]` (degree 1),Design,LawOfDemeter
10,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,793,Access to field `buf` on foreign value `components[0]` (degree 1),Design,LawOfDemeter
11,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,806,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
12,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,818,Access to field `buf` on foreign value `components[0]` (degree 1),Design,LawOfDemeter
13,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,831,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
14,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,866,Access to field `slice` on foreign value `c` (degree 1),Design,LawOfDemeter
15,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,870,Access to field `slice` on foreign value `c` (degree 1),Design,LawOfDemeter
16,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,955,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
17,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,961,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
18,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,968,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
19,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,980,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
20,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,992,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
21,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1004,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
22,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1016,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
23,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1028,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
24,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1040,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
25,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1052,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
26,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1071,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
27,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1096,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
28,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1118,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
29,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1172,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
30,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1183,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
31,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1190,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
32,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1204,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
33,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1218,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
34,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1239,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
35,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1253,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
36,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1274,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
37,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1288,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
38,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1309,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
39,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1323,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
40,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1344,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
41,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1369,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
42,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1391,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
43,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1417,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
44,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1454,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
45,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1496,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
46,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1538,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
47,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1639,Access to field `buf` on foreign value `components[0]` (degree 1),Design,LawOfDemeter
48,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1643,Access to field `buf` on foreign value `components[i]` (degree 1),Design,LawOfDemeter
49,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1670,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
50,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1706,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
51,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1858,Access to field `slice` on foreign value `c` (degree 1),Design,LawOfDemeter
52,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\CompositeByteBuf.java,3,1862,Access to field `slice` on foreign value `c` (degree 1),Design,LawOfDemeter
1,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\DuplicatedByteBuf.java,3,37,"Possible God Class (WMC=69, ATFD=25, TCC=0.000%)",Design,GodClass
2,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\DuplicatedByteBuf.java,3,37,This class has a bunch of public methods and attributes,Design,ExcessivePublicCount
1,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\EmptyByteBuf.java,3,40,"Possible God Class (WMC=275, ATFD=6, TCC=0.023%)",Design,GodClass
2,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\EmptyByteBuf.java,3,40,This class has a bunch of public methods and attributes,Design,ExcessivePublicCount
3,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\EmptyByteBuf.java,3,52,Avoid empty catch blocks,Error Prone,EmptyCatchBlock
1,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\FixedCompositeByteBuf.java,3,36,"Possible God Class (WMC=153, ATFD=44, TCC=3.785%)",Design,GodClass
2,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\FixedCompositeByteBuf.java,3,37,Access to field `EMPTY_BUFFER` on foreign value `Unpooled` (degree 1),Design,LawOfDemeter
3,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\FixedCompositeByteBuf.java,3,236,Access to field `buf` on foreign value `comp` (degree 1),Design,LawOfDemeter
4,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\FixedCompositeByteBuf.java,3,238,Call to `readableBytes` on foreign value `b` (degree 2),Design,LawOfDemeter
5,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\FixedCompositeByteBuf.java,3,243,Call to `readableBytes` on foreign value `b` (degree 2),Design,LawOfDemeter
6,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\FixedCompositeByteBuf.java,3,257,Access to field `buf` on foreign value `(Component) b` (degree 1),Design,LawOfDemeter
7,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\FixedCompositeByteBuf.java,3,268,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
8,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\FixedCompositeByteBuf.java,3,275,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
9,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\FixedCompositeByteBuf.java,3,287,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
10,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\FixedCompositeByteBuf.java,3,299,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
11,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\FixedCompositeByteBuf.java,3,311,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
12,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\FixedCompositeByteBuf.java,3,323,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
13,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\FixedCompositeByteBuf.java,3,335,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
14,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\FixedCompositeByteBuf.java,3,347,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
15,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\FixedCompositeByteBuf.java,3,359,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
16,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\FixedCompositeByteBuf.java,3,377,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
17,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\FixedCompositeByteBuf.java,3,407,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
18,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\FixedCompositeByteBuf.java,3,436,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
19,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\FixedCompositeByteBuf.java,3,497,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
20,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\FixedCompositeByteBuf.java,3,574,Access to field `buf` on foreign value `c` (degree 1),Design,LawOfDemeter
1,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,113,Access to field `prev` on foreign value `head` (degree 1),Design,LawOfDemeter
2,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,114,Access to field `next` on foreign value `head` (degree 1),Design,LawOfDemeter
3,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,134,Access to field `smallMaxSizeIdx` on foreign value `sizeClass` (degree 1),Design,LawOfDemeter
4,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,136,Access to field `nSizes` on foreign value `sizeClass` (degree 1),Design,LawOfDemeter
5,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,139,Access to field `directMemoryCacheAlignment` on foreign value `sizeClass` (degree 1),Design,LawOfDemeter
6,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,162,Access to field `next` on foreign value `head` (degree 1),Design,LawOfDemeter
7,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,232,Access to field `unpooled` on foreign value `chunk` (degree 1),Design,LawOfDemeter
8,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,271,Access to field `parent` on foreign value `chunk` (degree 1),Design,LawOfDemeter
9,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,308,Access to field `chunk` on foreign value `buf` (degree 1),Design,LawOfDemeter
10,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,309,Access to field `tmpNioBuf` on foreign value `buf` (degree 1),Design,LawOfDemeter
11,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,311,Access to field `memory` on foreign value `buf` (degree 1),Design,LawOfDemeter
12,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,314,Access to field `cache` on foreign value `buf` (degree 1),Design,LawOfDemeter
13,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,368,Access to field `next` on foreign value `head` (degree 1),Design,LawOfDemeter
14,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,374,Access to field `next` on foreign value `s` (degree 2),Design,LawOfDemeter
15,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,579,Access to field `next` on foreign value `head` (degree 1),Design,LawOfDemeter
16,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,589,Access to field `next` on foreign value `s` (degree 2),Design,LawOfDemeter
17,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,640,Access to field `chunkSize` on foreign value `chunk` (degree 1),Design,LawOfDemeter
18,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,641,Access to field `pageSize` on foreign value `chunk` (degree 1),Design,LawOfDemeter
19,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,642,Access to field `maxPageIdx` on foreign value `chunk` (degree 1),Design,LawOfDemeter
20,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,643,Access to field `pageShifts` on foreign value `chunk` (degree 1),Design,LawOfDemeter
21,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,658,Access to field `unpooled` on foreign value `chunk` (degree 1),Design,LawOfDemeter
22,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,692,Access to field `directMemoryCacheAlignment` on foreign value `sizeClass` (degree 1),Design,LawOfDemeter
23,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,698,Access to field `directMemoryCacheAlignment` on foreign value `sizeClass` (degree 1),Design,LawOfDemeter
24,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,706,Access to field `directMemoryCacheAlignment` on foreign value `sizeClass` (degree 1),Design,LawOfDemeter
25,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,711,Access to field `directMemoryCacheAlignment` on foreign value `sizeClass` (degree 1),Design,LawOfDemeter
26,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,724,Access to field `base` on foreign value `chunk` (degree 1),Design,LawOfDemeter
27,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,726,Access to field `base` on foreign value `chunk` (degree 1),Design,LawOfDemeter
28,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolArena.java,3,748,Access to field `offset` on foreign value `dstBuf` (degree 1),Design,LawOfDemeter
1,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolChunk.java,3,246,Access to field `sizeClass` on foreign value `arena` (degree 1),Design,LawOfDemeter
2,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolChunk.java,3,265,Access to field `sizeClass` on foreign value `arena` (degree 1),Design,LawOfDemeter
3,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolChunk.java,3,319,Access to field `sizeClass` on foreign value `arena` (degree 1),Design,LawOfDemeter
4,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolChunk.java,3,324,Access to field `smallSubpagePools` on foreign value `arena` (degree 1),Design,LawOfDemeter
5,io.netty.buffer,C:\User\divya\Projects\netty\buffer\src\main\java\io\netty\buffer\PoolChunk.java,3,325,Call to `lock` on foreign value `head` (degree 2),Design,LawOfDemeter
