Problem,Package,File,Priority,Line,Description,Rule set,Rule
7,org.apache.cassandra.security,C:\User\divya\Projects\cassandra\examples\ssl-factory\test\unit\org\apache\cassandra\security\KubernetesSecretsSslContextFactoryTest.java,3,160,Access to field `keystoreContext` on foreign value `kubernetesSecretsSslContextFactory` (degree 1),Design,LawOfDemeter
8,org.apache.cassandra.security,C:\User\divya\Projects\cassandra\examples\ssl-factory\test\unit\org\apache\cassandra\security\KubernetesSecretsSslContextFactoryTest.java,3,184,Access to field `keystoreContext` on foreign value `kubernetesSecretsSslContextFactory1` (degree 1),Design,LawOfDemeter
9,org.apache.cassandra.security,C:\User\divya\Projects\cassandra\examples\ssl-factory\test\unit\org\apache\cassandra\security\KubernetesSecretsSslContextFactoryTest.java,3,191,Access to field `keystoreContext` on foreign value `kubernetesSecretsSslContextFactory2` (degree 1),Design,LawOfDemeter
10,org.apache.cassandra.security,C:\User\divya\Projects\cassandra\examples\ssl-factory\test\unit\org\apache\cassandra\security\KubernetesSecretsSslContextFactoryTest.java,3,195,Access to field `keystoreContext` on foreign value `kubernetesSecretsSslContextFactory3` (degree 1),Design,LawOfDemeter
11,org.apache.cassandra.security,C:\User\divya\Projects\cassandra\examples\ssl-factory\test\unit\org\apache\cassandra\security\KubernetesSecretsSslContextFactoryTest.java,3,197,Access to field `keystoreContext` on foreign value `kubernetesSecretsSslContextFactory3` (degree 1),Design,LawOfDemeter
12,org.apache.cassandra.security,C:\User\divya\Projects\cassandra\examples\ssl-factory\test\unit\org\apache\cassandra\security\KubernetesSecretsSslContextFactoryTest.java,3,208,Access to field `trustStoreContext` on foreign value `kubernetesSecretsSslContextFactory` (degree 1),Design,LawOfDemeter
13,org.apache.cassandra.security,C:\User\divya\Projects\cassandra\examples\ssl-factory\test\unit\org\apache\cassandra\security\KubernetesSecretsSslContextFactoryTest.java,3,228,Access to field `keystoreContext` on foreign value `kubernetesSecretsSslContextFactory` (degree 1),Design,LawOfDemeter
1,org.apache.cassandra.triggers,C:\User\divya\Projects\cassandra\examples\triggers\src\org\apache\cassandra\triggers\AuditTrigger.java,3,57,Access to field `partitionKeyType` on foreign value `update.metadata()` (degree 1),Design,LawOfDemeter
1,com.datastax.driver.core,C:\User\divya\Projects\cassandra\src\java\com\datastax\driver\core\PreparedStatementHelper.java,3,41,Access to field `boundValuesMetadata` on foreign value `statement.getPreparedId()` (degree 1),Design,LawOfDemeter
1,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogEntry.java,3,39,"The class 'AuditLogEntry' is suspected to be a Data Class (WOC=15.385%, NOPA=0, NOAM=11, WMC=22)",Design,DataClass
2,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogEntry.java,3,58,Access to field `type` on foreign value `builder` (degree 1),Design,LawOfDemeter
3,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogEntry.java,3,59,Access to field `source` on foreign value `builder` (degree 1),Design,LawOfDemeter
4,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogEntry.java,3,62,Access to field `batch` on foreign value `builder` (degree 1),Design,LawOfDemeter
5,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogEntry.java,3,66,Access to field `options` on foreign value `builder` (degree 1),Design,LawOfDemeter
6,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogEntry.java,3,67,Access to field `state` on foreign value `builder` (degree 1),Design,LawOfDemeter
7,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogEntry.java,3,68,Access to field `metadata` on foreign value `builder` (degree 1),Design,LawOfDemeter
8,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogEntry.java,3,87,Call to `getAddress` on foreign value `source` (degree 2),Design,LawOfDemeter
9,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogEntry.java,3,88,Call to `getPort` on foreign value `source` (degree 2),Design,LawOfDemeter
10,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogEntry.java,3,90,Call to `getPort` on foreign value `source` (degree 2),Design,LawOfDemeter
11,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogEntry.java,3,96,Call to `getCategory` on foreign value `type` (degree 2),Design,LawOfDemeter
12,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogEntry.java,3,114,Call to `isEmpty` on foreign value `metadata` (degree 2),Design,LawOfDemeter
13,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogEntry.java,3,116,Call to `forEach` on foreign value `metadata` (degree 2),Design,LawOfDemeter
14,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogEntry.java,3,244,Access to field `type` on foreign value `entry` (degree 1),Design,LawOfDemeter
15,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogEntry.java,3,245,Access to field `source` on foreign value `entry` (degree 1),Design,LawOfDemeter
16,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogEntry.java,3,248,Access to field `batch` on foreign value `entry` (degree 1),Design,LawOfDemeter
17,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogEntry.java,3,252,Access to field `options` on foreign value `entry` (degree 1),Design,LawOfDemeter
18,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogEntry.java,3,253,Access to field `state` on foreign value `entry` (degree 1),Design,LawOfDemeter
1,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogManager.java,3,58,"Possible God Class (WMC=53, ATFD=64, TCC=4.615%)",Design,GodClass
2,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogManager.java,3,74,Access to field `enabled` on foreign value `auditLogOptions` (degree 1),Design,LawOfDemeter
3,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogManager.java,3,90,Access to field `enabled` on foreign value `DatabaseDescriptor.getAuditLoggingOptions()` (degree 1),Design,LawOfDemeter
4,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogManager.java,3,99,Access to field `logger` on foreign value `options` (degree 1),Design,LawOfDemeter
5,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogManager.java,3,195,Access to field `logger` on foreign value `auditLogOptions` (degree 1),Design,LawOfDemeter
6,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogManager.java,3,223,Access to field `included_keyspaces` on foreign value `options` (degree 1),Design,LawOfDemeter
7,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogManager.java,3,223,Access to field `includedKeyspaces` on foreign value `filter` (degree 1),Design,LawOfDemeter
8,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogManager.java,3,224,Access to field `excluded_keyspaces` on foreign value `options` (degree 1),Design,LawOfDemeter
9,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogManager.java,3,224,Access to field `excludedKeyspaces` on foreign value `filter` (degree 1),Design,LawOfDemeter
10,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogManager.java,3,225,Access to field `included_categories` on foreign value `options` (degree 1),Design,LawOfDemeter
11,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogManager.java,3,225,Access to field `includedCategories` on foreign value `filter` (degree 1),Design,LawOfDemeter
12,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogManager.java,3,226,Access to field `excluded_categories` on foreign value `options` (degree 1),Design,LawOfDemeter
13,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogManager.java,3,226,Access to field `excludedCategories` on foreign value `filter` (degree 1),Design,LawOfDemeter
14,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogManager.java,3,227,Access to field `included_users` on foreign value `options` (degree 1),Design,LawOfDemeter
15,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogManager.java,3,227,Access to field `includedUsers` on foreign value `filter` (degree 1),Design,LawOfDemeter
16,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogManager.java,3,228,Access to field `excluded_users` on foreign value `options` (degree 1),Design,LawOfDemeter
17,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogManager.java,3,228,Access to field `excludedUsers` on foreign value `filter` (degree 1),Design,LawOfDemeter
1,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogOptions.java,3,99,Access to field `logger` on foreign value `opts` (degree 1),Design,LawOfDemeter
2,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogOptions.java,3,230,Access to field `logger` on foreign value `opts` (degree 1),Design,LawOfDemeter
3,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogOptions.java,3,237,Access to field `roll_cycle` on foreign value `opts` (degree 1),Design,LawOfDemeter
4,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogOptions.java,3,239,Access to field `max_queue_weight` on foreign value `opts` (degree 1),Design,LawOfDemeter
5,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogOptions.java,3,240,Access to field `max_archive_retries` on foreign value `opts` (degree 1),Design,LawOfDemeter
6,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogOptions.java,3,241,Access to field `archive_command` on foreign value `opts` (degree 1),Design,LawOfDemeter
7,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogOptions.java,3,242,Access to field `block` on foreign value `opts` (degree 1),Design,LawOfDemeter
8,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogOptions.java,3,243,Access to field `max_log_size` on foreign value `opts` (degree 1),Design,LawOfDemeter
1,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogOptionsCompositeData.java,3,177,Access to field `class_name` on foreign value `o.logger` (degree 1),Design,LawOfDemeter
2,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogOptionsCompositeData.java,3,207,Access to field `right` on foreign value `pair` (degree 1),Design,LawOfDemeter
3,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogOptionsCompositeData.java,3,220,Call to `getCompositeType` on foreign value `data` (degree 1),Design,LawOfDemeter
4,org.apache.cassandra.audit,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\audit\AuditLogOptionsCompositeData.java,3,227,Access to field `fromCompositeMapping` on foreign value `options[i]` (degree 1),Design,LawOfDemeter
1,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\AuthCache.java,3,61,"Possible God Class (WMC=49, ATFD=15, TCC=25.846%)",Design,GodClass
2,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\AuthCache.java,3,475,Access to field `requests` on foreign value `metrics` (degree 1),Design,LawOfDemeter
3,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\AuthCache.java,3,476,Access to field `hits` on foreign value `metrics` (degree 1),Design,LawOfDemeter
4,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\AuthCache.java,3,482,Access to field `requests` on foreign value `metrics` (degree 1),Design,LawOfDemeter
5,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\AuthCache.java,3,483,Access to field `misses` on foreign value `metrics` (degree 1),Design,LawOfDemeter
6,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\AuthCache.java,3,498,Access to field `hits` on foreign value `metrics` (degree 1),Design,LawOfDemeter
7,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\AuthCache.java,3,498,Access to field `misses` on foreign value `metrics` (degree 1),Design,LawOfDemeter
1,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\AuthConfig.java,3,61,Access to field `credentials_validity` on foreign value `conf` (degree 1),Design,LawOfDemeter
2,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\AuthConfig.java,3,62,Access to field `credentials_cache_max_entries` on foreign value `conf` (degree 1),Design,LawOfDemeter
3,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\AuthConfig.java,3,76,Access to field `authenticator` on foreign value `conf` (degree 1),Design,LawOfDemeter
4,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\AuthConfig.java,3,76,Access to field `authorizer` on foreign value `conf` (degree 1),Design,LawOfDemeter
5,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\AuthConfig.java,3,101,Access to field `network_authorizer` on foreign value `conf` (degree 1),Design,LawOfDemeter
6,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\AuthConfig.java,3,101,Access to field `authenticator` on foreign value `conf` (degree 1),Design,LawOfDemeter
7,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\AuthConfig.java,3,112,Access to field `cidr_authorizer` on foreign value `conf` (degree 1),Design,LawOfDemeter
8,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\AuthConfig.java,3,112,Access to field `authenticator` on foreign value `conf` (degree 1),Design,LawOfDemeter
1,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\CIDRGroupsMappingCache.java,3,79,Access to field `approxTime` on foreign value `MonotonicClock.Global` (degree 1),Design,LawOfDemeter
2,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\CIDRGroupsMappingCache.java,3,85,Access to field `cacheReloadCount` on foreign value `cidrAuthorizerMetrics` (degree 1),Design,LawOfDemeter
3,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\CIDRGroupsMappingCache.java,3,86,Access to field `cacheReloadLatency` on foreign value `cidrAuthorizerMetrics` (degree 1),Design,LawOfDemeter
4,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\CIDRGroupsMappingCache.java,3,86,Access to field `approxTime` on foreign value `MonotonicClock.Global` (degree 1),Design,LawOfDemeter
5,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\CIDRGroupsMappingCache.java,3,114,Access to field `approxTime` on foreign value `MonotonicClock.Global` (degree 1),Design,LawOfDemeter
6,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\CIDRGroupsMappingCache.java,3,119,Access to field `lookupCidrGroupsForIpLatency` on foreign value `cidrAuthorizerMetrics` (degree 1),Design,LawOfDemeter
7,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\CIDRGroupsMappingCache.java,3,119,Access to field `approxTime` on foreign value `MonotonicClock.Global` (degree 1),Design,LawOfDemeter
1,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\CIDRGroupsMappingManager.java,3,125,Access to field `CIDR_GROUPS` on foreign value `AuthKeyspace` (degree 1),Design,LawOfDemeter
1,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\CIDRPermissionsManager.java,3,178,Access to field `tables` on foreign value `AuthKeyspace.metadata()` (degree 1),Design,LawOfDemeter
2,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\CIDRPermissionsManager.java,3,185,Access to field `CIDR_PERMISSIONS` on foreign value `AuthKeyspace` (degree 1),Design,LawOfDemeter
1,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\CassandraAuthorizer.java,3,59,"Possible God Class (WMC=65, ATFD=40, TCC=3.695%)",Design,GodClass
1,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\CassandraCIDRAuthorizer.java,3,108,Access to field `MONITOR` on foreign value `CIDRAuthorizerMode` (degree 1),Design,LawOfDemeter
2,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\CassandraCIDRAuthorizer.java,3,149,Access to field `approxTime` on foreign value `MonotonicClock.Global` (degree 1),Design,LawOfDemeter
3,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\CassandraCIDRAuthorizer.java,3,153,Access to field `approxTime` on foreign value `MonotonicClock.Global` (degree 1),Design,LawOfDemeter
1,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\CassandraRoleManager.java,3,98,"Possible God Class (WMC=88, ATFD=65, TCC=2.128%)",Design,GodClass
2,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\CassandraRoleManager.java,3,175,Avoid empty catch blocks,Error Prone,EmptyCatchBlock
3,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\CassandraRoleManager.java,3,192,Access to field `result` on foreign value `rows` (degree 1),Design,LawOfDemeter
4,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\CassandraRoleManager.java,3,449,Access to field `tokenMap` on foreign value `ClusterMetadata.current()` (degree 1),Design,LawOfDemeter
5,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\CassandraRoleManager.java,3,532,Access to field `memberOf` on foreign value `role` (degree 1),Design,LawOfDemeter
6,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\CassandraRoleManager.java,3,536,Access to field `memberOf` on foreign value `role` (degree 1),Design,LawOfDemeter
7,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\CassandraRoleManager.java,3,558,Access to field `result` on foreign value `rows` (degree 1),Design,LawOfDemeter
1,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\FunctionResource.java,3,49,"Possible God Class (WMC=61, ATFD=8, TCC=29.524%)",Design,GodClass
1,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\MutualTlsAuthenticator.java,3,103,Access to field `client_encryption_options` on foreign value `config` (degree 1),Design,LawOfDemeter
2,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\MutualTlsAuthenticator.java,3,104,Access to field `client_encryption_options` on foreign value `config` (degree 1),Design,LawOfDemeter
3,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\MutualTlsAuthenticator.java,3,131,Access to field `client_encryption_options` on foreign value `config` (degree 1),Design,LawOfDemeter
4,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\MutualTlsAuthenticator.java,3,131,Access to field `client_encryption_options` on foreign value `config` (degree 1),Design,LawOfDemeter
5,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\MutualTlsAuthenticator.java,3,240,Access to field `clientCertificateExpirationDays` on foreign value `MutualTlsMetrics.instance` (degree 1),Design,LawOfDemeter
1,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\MutualTlsInternodeAuthenticator.java,3,118,Access to field `server_encryption_options` on foreign value `config` (degree 1),Design,LawOfDemeter
2,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\MutualTlsInternodeAuthenticator.java,3,119,Access to field `server_encryption_options` on foreign value `config` (degree 1),Design,LawOfDemeter
3,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\MutualTlsInternodeAuthenticator.java,3,120,Access to field `server_encryption_options` on foreign value `config` (degree 1),Design,LawOfDemeter
4,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\MutualTlsInternodeAuthenticator.java,3,141,Access to field `server_encryption_options` on foreign value `config` (degree 1),Design,LawOfDemeter
5,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\MutualTlsInternodeAuthenticator.java,3,146,Access to field `server_encryption_options` on foreign value `config` (degree 1),Design,LawOfDemeter
6,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\MutualTlsInternodeAuthenticator.java,3,147,Access to field `server_encryption_options` on foreign value `config` (degree 1),Design,LawOfDemeter
7,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\MutualTlsInternodeAuthenticator.java,3,167,Access to field `server_encryption_options` on foreign value `config` (degree 1),Design,LawOfDemeter
8,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\MutualTlsInternodeAuthenticator.java,3,167,Access to field `InternodeEncryption` on foreign value `EncryptionOptions.ServerEncryptionOptions` (degree 1),Design,LawOfDemeter
9,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\MutualTlsInternodeAuthenticator.java,3,168,Access to field `server_encryption_options` on foreign value `config` (degree 1),Design,LawOfDemeter
10,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\MutualTlsInternodeAuthenticator.java,3,180,Access to field `INBOUND` on foreign value `IInternodeAuthenticator.InternodeConnectionDirection` (degree 1),Design,LawOfDemeter
11,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\MutualTlsInternodeAuthenticator.java,3,204,Access to field `internodeCertificateExpirationDays` on foreign value `MutualTlsMetrics.instance` (degree 1),Design,LawOfDemeter
12,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\MutualTlsInternodeAuthenticator.java,3,238,Avoid empty catch blocks,Error Prone,EmptyCatchBlock
1,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\MutualTlsWithPasswordFallbackAuthenticator.java,3,84,Access to field `client_encryption_options` on foreign value `config` (degree 1),Design,LawOfDemeter
2,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\MutualTlsWithPasswordFallbackAuthenticator.java,3,84,Access to field `NOT_REQUIRED` on foreign value `EncryptionOptions.ClientAuth` (degree 1),Design,LawOfDemeter
1,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\PasswordAuthenticator.java,3,185,Access to field `result` on foreign value `rows` (degree 1),Design,LawOfDemeter
1,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\Roles.java,3,111,Access to field `isSuper` on foreign value `r` (degree 1),Design,LawOfDemeter
2,org.apache.cassandra.auth,C:\User\divya\Projects\cassandra\src\java\org\apache\cassandra\auth\Roles.java,3,134,Access to field `resource` on foreign value `r` (degree 1),Design,LawOfDemeter
